Year,Region,Region code,Country,Country code,Data category,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readability,Non-proprietary,Download options,Metadata availability,Terms of use,Openness subscore,Overall score
2024,Northern Europe,EUN,Denmark,DNK,Money and banking,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Denmark,DNK,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Denmark,DNK,Balance of payments,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Northern Europe,EUN,Denmark,DNK,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Northern Europe,EUN,Denmark,DNK,Economic and financial statistics subscore,100,100,100,50,100,92.3,100,100,100,92.9,100,98.6,95.9
2024,Northern Europe,EUN,Denmark,DNK,Agriculture and land use,100,100,100,50,100,90,100,100,50,50,100,80,85
2024,Northern Europe,EUN,Denmark,DNK,Resource use,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,Northern Europe,EUN,Denmark,DNK,Energy,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Denmark,DNK,Pollution,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Denmark,DNK,Built environment,100,50,50,50,50,60,50,100,50,100,100,80,70
2024,Northern Europe,EUN,Denmark,DNK,Environment subscore,100,90,90,50,75,85,90,100,80,90,100,92,88.9
2024,Northern Europe,EUN,Denmark,DNK,All categories,96.7,90,91.7,54.6,65.3,83.1,93.3,100,86.7,91,96.7,93.5,88.7
2024,Northern Europe,EUN,Estonia,EST,Population and vital statistics,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Estonia,EST,Education facilities,0,0,0,0,0,0,100,100,100,100,100,100,50
2024,Northern Europe,EUN,Estonia,EST,Education outcomes,50,50,50,50,0,40,100,100,100,50,100,90,65
2024,Northern Europe,EUN,Estonia,EST,Health facilities,100,50,50,50,0,50,100,100,100,50,100,90,70
2024,Northern Europe,EUN,Estonia,EST,Health outcomes,50,50,50,50,0,40,100,100,100,50,100,90,65
2024,Northern Europe,EUN,Estonia,EST,Reproductive health,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Northern Europe,EUN,Estonia,EST,Food security and nutrition,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,Northern Europe,EUN,Estonia,EST,Gender statistics,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Northern Europe,EUN,Estonia,EST,Crime and justice,50,50,50,50,50,50,100,100,100,50,100,90,70
2024,Northern Europe,EUN,Estonia,EST,Poverty and income,100,100,100,100,0,80,100,100,100,100,100,100,90
2024,Northern Europe,EUN,Estonia,EST,Social statistics subscore,60,55,55,40,16.7,45.9,90,90,90,60,90,84,65.2
2024,Northern Europe,EUN,Estonia,EST,National accounts,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Estonia,EST,Labor,100,100,100,0,0,60,100,100,100,100,100,100,80
2024,Northern Europe,EUN,Estonia,EST,Price indexes,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Estonia,EST,Government finance,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Northern Europe,EUN,Estonia,EST,Money and banking,100,100,100,-,-,100,100,100,100,50,0,70,81.2
2024,Northern Europe,EUN,Estonia,EST,International trade,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Northern Europe,EUN,Estonia,EST,Balance of payments,100,100,100,-,-,100,100,100,100,50,0,70,81.2
2024,Northern Europe,EUN,Estonia,EST,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Northern Europe,EUN,Estonia,EST,Economic and financial statistics subscore,100,100,100,0,0,80.8,100,100,100,71.4,71.4,88.6,85.2
2024,Northern Europe,EUN,Estonia,EST,Agriculture and land use,100,50,50,100,50,70,100,100,50,50,100,80,75
2024,Northern Europe,EUN,Estonia,EST,Resource use,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,Northern Europe,EUN,Estonia,EST,Energy,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Estonia,EST,Pollution,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Estonia,EST,Built environment,100,50,50,50,0,50,100,100,100,50,100,90,70
2024,Northern Europe,EUN,Estonia,EST,Environment subscore,100,80,80,66.7,25,77.5,100,100,90,80,100,94,86.7
2024,Northern Europe,EUN,Estonia,EST,All categories,86.7,78.3,78.3,36.8,17.3,66.2,96.7,96.7,93.3,70.5,87.1,88.9,78.5
2024,Northern Europe,EUN,Finland,FIN,Population and vital statistics,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Finland,FIN,Education facilities,100,50,50,50,50,60,100,100,50,50,100,80,70
2024,Northern Europe,EUN,Finland,FIN,Education outcomes,100,100,100,50,50,80,100,100,50,50,100,80,80
2024,Northern Europe,EUN,Finland,FIN,Health facilities,100,50,100,50,0,60,100,100,100,100,100,100,80
2024,Northern Europe,EUN,Finland,FIN,Health outcomes,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Finland,FIN,Reproductive health,100,100,100,50,0,70,100,100,100,50,100,90,80
2024,Northern Europe,EUN,Finland,FIN,Food security and nutrition,50,50,50,50,-,50,100,100,100,50,100,90,72.2
2024,Northern Europe,EUN,Finland,FIN,Gender statistics,100,100,100,50,50,80,100,100,100,100,100,100,90
2024,Northern Europe,EUN,Finland,FIN,Crime and justice,100,100,100,0,0,60,50,100,50,50,50,60,60
2024,Northern Europe,EUN,Finland,FIN,Poverty and income,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Finland,FIN,Social statistics subscore,95,85,90,60,50,76.5,95,100,85,75,95,90,83.3
2024,Northern Europe,EUN,Finland,FIN,National accounts,100,100,100,100,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Finland,FIN,Labor,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Finland,FIN,Price indexes,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Finland,FIN,Government finance,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Finland,FIN,Money and banking,100,100,100,-,-,100,100,100,100,50,50,80,87.5
2024,Northern Europe,EUN,Finland,FIN,International trade,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Northern Europe,EUN,Finland,FIN,Balance of payments,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Finland,FIN,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Northern Europe,EUN,Finland,FIN,Economic and financial statistics subscore,100,100,100,50,100,92.3,100,100,100,85.7,92.9,95.7,94.3
2024,Northern Europe,EUN,Finland,FIN,Agriculture and land use,100,100,100,50,50,80,100,100,100,100,100,100,90
2024,Northern Europe,EUN,Finland,FIN,Resource use,100,100,100,50,-,87.5,100,100,50,100,100,90,88.9
2024,Northern Europe,EUN,Finland,FIN,Energy,50,50,50,-,-,50,100,100,100,100,100,100,81.2
2024,Northern Europe,EUN,Finland,FIN,Pollution,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Finland,FIN,Built environment,100,100,100,50,50,80,100,100,100,100,100,100,90
2024,Northern Europe,EUN,Finland,FIN,Environment subscore,90,90,90,50,50,80,100,100,90,100,100,98,90
2024,Northern Europe,EUN,Finland,FIN,All categories,95,91.7,93.3,54.6,55,82.3,98.3,100,91.7,86.9,96,94.6,89
2024,Northern Europe,EUN,Iceland,ISL,Population and vital statistics,100,100,100,50,50,80,100,100,100,50,100,90,85
2024,Northern Europe,EUN,Iceland,ISL,Education facilities,50,50,50,50,0,40,100,100,100,50,100,90,65
2024,Northern Europe,EUN,Iceland,ISL,Education outcomes,100,50,50,50,0,50,100,100,50,50,100,80,65
2024,Northern Europe,EUN,Iceland,ISL,Health facilities,100,50,100,0,0,50,100,100,100,50,100,90,70
2024,Northern Europe,EUN,Iceland,ISL,Health outcomes,50,0,50,0,0,20,100,100,50,50,100,80,50
2024,Northern Europe,EUN,Iceland,ISL,Reproductive health,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Northern Europe,EUN,Iceland,ISL,Food security and nutrition,50,0,50,0,-,25,100,100,100,50,100,90,61.1
2024,Northern Europe,EUN,Iceland,ISL,Gender statistics,100,50,50,0,0,40,100,100,100,50,100,90,65
2024,Northern Europe,EUN,Iceland,ISL,Crime and justice,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Northern Europe,EUN,Iceland,ISL,Poverty and income,100,100,100,0,0,60,100,100,100,100,100,100,80
2024,Northern Europe,EUN,Iceland,ISL,Social statistics subscore,80,55,70,15,5.6,45.9,100,100,90,55,100,89,67.7
2024,Northern Europe,EUN,Iceland,ISL,National accounts,50,50,50,0,-,37.5,100,100,100,50,100,90,66.7
2024,Northern Europe,EUN,Iceland,ISL,Labor,100,100,100,100,0,80,100,100,100,50,100,90,85
2024,Northern Europe,EUN,Iceland,ISL,Price indexes,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Northern Europe,EUN,Iceland,ISL,Government finance,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Northern Europe,EUN,Iceland,ISL,Money and banking,100,0,50,-,-,50,100,100,100,50,100,90,75
2024,Northern Europe,EUN,Iceland,ISL,International trade,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Northern Europe,EUN,Iceland,ISL,Balance of payments,100,100,100,-,-,100,100,100,50,100,50,80,87.5
2024,Northern Europe,EUN,Iceland,ISL,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Northern Europe,EUN,Iceland,ISL,Economic and financial statistics subscore,92.9,78.6,85.7,25,0,73.1,100,100,92.9,57.1,92.9,88.6,82
2024,Northern Europe,EUN,Iceland,ISL,Agriculture and land use,100,50,100,0,0,50,100,100,100,50,100,90,70
2024,Northern Europe,EUN,Iceland,ISL,Resource use,100,100,100,50,-,87.5,100,100,100,50,100,90,88.9
2024,Northern Europe,EUN,Iceland,ISL,Energy,50,50,50,-,-,50,100,100,100,50,100,90,75
2024,Northern Europe,EUN,Iceland,ISL,Pollution,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Northern Europe,EUN,Iceland,ISL,Built environment,0,0,0,0,0,0,100,100,50,50,100,80,40
2024,Northern Europe,EUN,Iceland,ISL,Environment subscore,70,60,70,16.7,0,52.5,100,100,90,50,100,88,72.2
2024,Northern Europe,EUN,Iceland,ISL,All categories,81,64.5,75.2,18.1,3.5,56,100,100,91,54,97.6,88.5,73.7
2024,Northern Europe,EUN,Ireland,IRL,Population and vital statistics,100,100,100,50,50,80,100,100,100,50,100,90,85
2024,Northern Europe,EUN,Ireland,IRL,Education facilities,50,50,50,50,0,40,100,100,50,50,100,80,60
2024,Northern Europe,EUN,Ireland,IRL,Education outcomes,100,50,50,50,0,50,50,100,50,50,100,70,60
2024,Northern Europe,EUN,Ireland,IRL,Health facilities,100,100,100,0,0,60,100,100,50,100,50,80,70
2024,Northern Europe,EUN,Ireland,IRL,Health outcomes,50,0,0,50,0,20,100,100,50,50,100,80,50
2024,Northern Europe,EUN,Ireland,IRL,Reproductive health,100,50,50,0,0,40,100,100,100,50,100,90,65
2024,Northern Europe,EUN,Ireland,IRL,Food security and nutrition,100,0,0,0,-,25,100,100,100,50,100,90,61.1
2024,Northern Europe,EUN,Ireland,IRL,Gender statistics,50,50,50,50,0,40,100,100,50,100,100,90,65
2024,Northern Europe,EUN,Ireland,IRL,Crime and justice,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Northern Europe,EUN,Ireland,IRL,Poverty and income,100,100,50,0,0,50,100,100,50,100,100,90,70
2024,Northern Europe,EUN,Ireland,IRL,Social statistics subscore,80,55,50,25,5.6,43.9,95,100,70,65,95,85,64.6
2024,Northern Europe,EUN,Ireland,IRL,National accounts,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Ireland,IRL,Labor,100,100,100,0,0,60,100,100,100,100,100,100,80
2024,Northern Europe,EUN,Ireland,IRL,Price indexes,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Ireland,IRL,Government finance,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Ireland,IRL,Money and banking,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Northern Europe,EUN,Ireland,IRL,International trade,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Northern Europe,EUN,Ireland,IRL,Balance of payments,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Ireland,IRL,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Northern Europe,EUN,Ireland,IRL,Economic and financial statistics subscore,100,100,100,0,0,80.8,100,100,100,85.7,100,97.1,90.2
2024,Northern Europe,EUN,Ireland,IRL,Agriculture and land use,100,50,50,0,0,40,100,100,100,50,100,90,65
2024,Northern Europe,EUN,Ireland,IRL,Resource use,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Ireland,IRL,Energy,50,50,50,-,-,50,100,100,100,50,100,90,75
2024,Northern Europe,EUN,Ireland,IRL,Pollution,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Ireland,IRL,Built environment,100,50,0,100,0,50,100,100,50,50,100,80,65
2024,Northern Europe,EUN,Ireland,IRL,Environment subscore,90,70,60,33.3,0,60,100,100,90,70,100,92,77.8
2024,Northern Europe,EUN,Ireland,IRL,All categories,90,75,70,20.7,3.5,59.9,98.3,100,86.7,73.6,98.3,91.4,77
2024,Northern Europe,EUN,Latvia,LVA,Population and vital statistics,100,100,100,50,50,80,100,100,100,50,100,90,85
2024,Northern Europe,EUN,Latvia,LVA,Education facilities,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Northern Europe,EUN,Latvia,LVA,Education outcomes,50,50,50,0,0,30,50,100,50,50,50,60,45
2024,Northern Europe,EUN,Latvia,LVA,Health facilities,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Northern Europe,EUN,Latvia,LVA,Health outcomes,50,50,50,50,50,50,100,100,100,50,50,80,65
2024,Northern Europe,EUN,Latvia,LVA,Reproductive health,50,50,50,50,0,40,100,100,100,50,100,90,65
2024,Northern Europe,EUN,Latvia,LVA,Food security and nutrition,50,50,0,50,-,37.5,100,100,100,100,100,100,72.2
2024,Northern Europe,EUN,Latvia,LVA,Gender statistics,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Northern Europe,EUN,Latvia,LVA,Crime and justice,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Northern Europe,EUN,Latvia,LVA,Poverty and income,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Northern Europe,EUN,Latvia,LVA,Social statistics subscore,70,70,65,20,11.1,48,95,100,95,55,90,87,67.7
2024,Northern Europe,EUN,Latvia,LVA,National accounts,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Northern Europe,EUN,Latvia,LVA,Labor,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Northern Europe,EUN,Latvia,LVA,Price indexes,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Latvia,LVA,Government finance,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Northern Europe,EUN,Latvia,LVA,Money and banking,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Northern Europe,EUN,Latvia,LVA,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Latvia,LVA,Balance of payments,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Latvia,LVA,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Northern Europe,EUN,Latvia,LVA,Economic and financial statistics subscore,100,100,100,0,0,80.8,100,100,100,71.4,100,94.3,88.5
2024,Northern Europe,EUN,Latvia,LVA,Agriculture and land use,100,100,100,0,0,60,100,100,50,50,100,80,70
2024,Northern Europe,EUN,Latvia,LVA,Resource use,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Northern Europe,EUN,Latvia,LVA,Energy,50,50,50,-,-,50,100,100,100,100,100,100,81.2
2024,Northern Europe,EUN,Latvia,LVA,Pollution,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Northern Europe,EUN,Latvia,LVA,Built environment,100,100,100,50,0,70,100,100,100,50,100,90,80
2024,Northern Europe,EUN,Latvia,LVA,Environment subscore,90,90,90,16.7,0,70,100,100,90,60,100,90,81.1
2024,Northern Europe,EUN,Latvia,LVA,All categories,86.7,86.7,85,13.8,6.9,64.6,98.3,100,95,62.1,96.7,90.4,78.6
2024,Northern Europe,EUN,Lithuania,LTU,Population and vital statistics,100,100,100,50,0,70,100,100,100,50,0,70,70
2024,Northern Europe,EUN,Lithuania,LTU,Education facilities,50,50,50,0,0,30,100,100,100,50,0,70,50
2024,Northern Europe,EUN,Lithuania,LTU,Education outcomes,50,50,50,50,50,50,50,100,100,50,50,70,60
2024,Northern Europe,EUN,Lithuania,LTU,Health facilities,100,100,100,0,0,60,100,100,100,100,0,80,70
2024,Northern Europe,EUN,Lithuania,LTU,Health outcomes,50,50,50,0,0,30,100,100,100,50,0,70,50
2024,Northern Europe,EUN,Lithuania,LTU,Reproductive health,100,100,100,0,0,60,100,100,100,50,0,70,65
2024,Northern Europe,EUN,Lithuania,LTU,Food security and nutrition,100,50,50,0,-,50,100,100,100,100,50,90,72.2
2024,Northern Europe,EUN,Lithuania,LTU,Gender statistics,50,50,50,0,0,30,100,100,50,100,50,80,55
2024,Northern Europe,EUN,Lithuania,LTU,Crime and justice,100,100,100,50,50,80,100,100,50,100,50,80,80
2024,Northern Europe,EUN,Lithuania,LTU,Poverty and income,100,100,100,0,0,60,100,100,100,50,0,70,65
2024,Northern Europe,EUN,Lithuania,LTU,Social statistics subscore,80,75,75,15,11.1,52,95,100,90,70,20,75,63.6
2024,Northern Europe,EUN,Lithuania,LTU,National accounts,100,100,100,0,-,75,100,100,100,50,0,70,72.2
2024,Northern Europe,EUN,Lithuania,LTU,Labor,100,100,100,50,50,80,100,100,100,50,0,70,75
2024,Northern Europe,EUN,Lithuania,LTU,Price indexes,100,100,100,0,-,75,100,100,100,100,0,80,77.8
2024,Northern Europe,EUN,Lithuania,LTU,Government finance,100,100,100,0,-,75,100,100,100,100,0,80,77.8
2024,Northern Europe,EUN,Lithuania,LTU,Money and banking,100,100,100,-,-,100,100,100,50,100,50,80,87.5
2024,Northern Europe,EUN,Lithuania,LTU,International trade,100,100,100,-,-,100,100,100,100,50,0,70,81.2
2024,Northern Europe,EUN,Lithuania,LTU,Balance of payments,100,100,100,-,-,100,100,100,100,100,50,90,93.8
2024,Northern Europe,EUN,Lithuania,LTU,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Northern Europe,EUN,Lithuania,LTU,Economic and financial statistics subscore,100,100,100,12.5,50,84.6,100,100,92.9,78.6,14.3,77.1,80.3
2024,Northern Europe,EUN,Lithuania,LTU,Agriculture and land use,100,50,50,100,100,80,50,100,50,50,0,50,65
2024,Northern Europe,EUN,Lithuania,LTU,Resource use,100,100,100,50,-,87.5,100,100,100,100,0,80,83.3
2024,Northern Europe,EUN,Lithuania,LTU,Energy,100,100,100,-,-,100,100,100,100,100,0,80,87.5
2024,Northern Europe,EUN,Lithuania,LTU,Pollution,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Northern Europe,EUN,Lithuania,LTU,Built environment,100,100,100,50,0,70,100,100,100,50,50,80,75
2024,Northern Europe,EUN,Lithuania,LTU,Environment subscore,100,90,90,66.7,50,85,90,100,90,70,30,76,80
2024,Northern Europe,EUN,Lithuania,LTU,All categories,93.3,88.3,88.3,28.6,25.7,72.1,95,100,91,72.9,21.4,76,74.2
2024,Northern Europe,EUN,Norway,NOR,Population and vital statistics,100,100,100,100,100,100,100,100,100,50,100,90,95
2024,Northern Europe,EUN,Norway,NOR,Education facilities,50,50,50,50,50,50,100,100,50,50,100,80,65
2024,Northern Europe,EUN,Norway,NOR,Education outcomes,100,100,100,50,0,70,100,100,100,100,100,100,85
2024,Northern Europe,EUN,Norway,NOR,Health facilities,100,100,100,50,100,90,100,100,100,50,100,90,90
2024,Northern Europe,EUN,Norway,NOR,Health outcomes,50,50,50,50,0,40,100,100,50,50,100,80,60
2024,Northern Europe,EUN,Norway,NOR,Reproductive health,100,100,100,50,0,70,100,100,100,50,100,90,80
2024,Northern Europe,EUN,Norway,NOR,Food security and nutrition,50,50,0,50,-,37.5,100,100,100,50,100,90,66.7
2024,Northern Europe,EUN,Norway,NOR,Gender statistics,50,50,50,50,0,40,100,100,100,100,100,100,70
2024,Northern Europe,EUN,Norway,NOR,Crime and justice,100,100,100,50,0,70,100,100,100,100,100,100,85
2024,Northern Europe,EUN,Norway,NOR,Poverty and income,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Northern Europe,EUN,Norway,NOR,Social statistics subscore,80,80,75,50,27.8,63.3,100,100,90,65,100,91,77.3
2024,Northern Europe,EUN,Norway,NOR,National accounts,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,Northern Europe,EUN,Norway,NOR,Labor,100,100,100,50,50,80,100,100,100,100,100,100,90
2024,Northern Europe,EUN,Norway,NOR,Price indexes,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Norway,NOR,Government finance,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Northern Europe,EUN,Norway,NOR,Money and banking,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Norway,NOR,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Norway,NOR,Balance of payments,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Norway,NOR,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Northern Europe,EUN,Norway,NOR,Economic and financial statistics subscore,100,100,100,25,50,86.5,100,100,100,100,100,100,94.3
2024,Northern Europe,EUN,Norway,NOR,Agriculture and land use,100,100,100,100,50,90,100,100,100,50,100,90,90
2024,Northern Europe,EUN,Norway,NOR,Resource use,100,100,100,100,-,100,100,100,100,50,100,90,94.4
2024,Northern Europe,EUN,Norway,NOR,Energy,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Norway,NOR,Pollution,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Northern Europe,EUN,Norway,NOR,Built environment,100,100,100,50,100,90,100,100,100,100,100,100,95
2024,Northern Europe,EUN,Norway,NOR,Environment subscore,100,100,100,83.3,75,95,100,100,100,80,100,96,95.6
2024,Northern Europe,EUN,Norway,NOR,All categories,93.3,93.3,91.7,52.6,43.1,80.2,100,100,96.7,81.7,100,95.7,88.6
2024,Northern Europe,EUN,Sweden,SWE,Population and vital statistics,100,100,100,100,100,100,100,100,100,50,100,90,95
2024,Northern Europe,EUN,Sweden,SWE,Education facilities,50,50,50,0,0,30,100,50,0,50,0,40,35
2024,Northern Europe,EUN,Sweden,SWE,Education outcomes,50,50,50,50,50,50,100,50,50,50,50,60,55
2024,Northern Europe,EUN,Sweden,SWE,Health facilities,100,100,100,50,0,70,100,100,100,50,50,80,75
2024,Northern Europe,EUN,Sweden,SWE,Health outcomes,50,50,50,50,50,50,100,100,50,50,0,60,55
2024,Northern Europe,EUN,Sweden,SWE,Reproductive health,100,100,100,100,50,90,100,100,100,100,50,90,90
2024,Northern Europe,EUN,Sweden,SWE,Food security and nutrition,50,50,50,50,-,50,100,100,100,50,100,90,72.2
2024,Northern Europe,EUN,Sweden,SWE,Gender statistics,100,100,100,50,50,80,50,100,50,50,100,70,75
