Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Nonproprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2023,Western Europe,EUW,Germany,DEU,Price indexes,100,100,100,50,,87.5,100,100,100,50,100,90,88.9
2023,Western Europe,EUW,Germany,DEU,Government finance,100,100,100,50,,87.5,100,100,100,50,100,90,88.9
2023,Western Europe,EUW,Germany,DEU,Money & banking,100,100,100,,,100,100,100,0,100,50,70,81.3
2023,Western Europe,EUW,Germany,DEU,International trade,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Western Europe,EUW,Germany,DEU,Balance of payments,100,100,100,,,100,100,100,50,100,50,80,87.5
2023,Western Europe,EUW,Germany,DEU,Economic & financial statistics subscore,100,100,100,50,0,88.5,100,100,78.6,64.3,85.7,85.7,86.9
2023,Western Europe,EUW,Germany,DEU,Agriculture and land use,100,100,100,50,0,70,100,100,50,50,100,80,75
2023,Western Europe,EUW,Germany,DEU,Resource use,100,50,50,50,,62.5,100,100,100,50,100,90,77.8
2023,Western Europe,EUW,Germany,DEU,Energy,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Western Europe,EUW,Germany,DEU,Pollution,100,100,100,0,,75,100,100,100,50,100,90,83.3
2023,Western Europe,EUW,Germany,DEU,Built environment,100,100,100,50,0,70,100,100,50,50,100,80,75
2023,Western Europe,EUW,Germany,DEU,Environment subscore,100,90,90,37.5,0,73.8,100,100,80,50,100,86,80.4
2023,Western Europe,EUW,Germany,DEU,All Categories,91.7,86.7,86.7,43.7,17.3,72.1,100,100,74.5,54.8,93.6,84.6,78.8
2023,Australia and New Zealand,OAZ,Australia,AUS,Population & vital statistics,100,100,100,100,50,90,100,100,100,100,100,100,95
2023,Australia and New Zealand,OAZ,Australia,AUS,Education facilities,50,50,50,50,0,40,100,50,50,100,100,80,60
2023,Australia and New Zealand,OAZ,Australia,AUS,Education outcomes,50,50,50,50,0,40,100,100,50,100,100,90,65
2023,Australia and New Zealand,OAZ,Australia,AUS,Health facilities,50,0,50,50,0,30,100,100,50,50,100,80,55
2023,Australia and New Zealand,OAZ,Australia,AUS,Health outcomes,50,50,50,0,0,30,100,50,0,100,100,70,50
2023,Australia and New Zealand,OAZ,Australia,AUS,Reproductive health,50,50,50,50,0,40,100,100,100,100,100,100,70
2023,Australia and New Zealand,OAZ,Australia,AUS,Food security & nutrition,100,50,0,50,,50,100,0,50,100,100,70,61.1
2023,Australia and New Zealand,OAZ,Australia,AUS,Gender statistics,100,50,50,0,0,40,100,100,50,100,100,90,65
2023,Australia and New Zealand,OAZ,Australia,AUS,Crime & justice,100,100,100,50,0,70,100,100,50,100,100,90,80
2023,Australia and New Zealand,OAZ,Australia,AUS,Poverty & income,50,50,50,0,0,30,100,100,50,100,100,90,60
2023,Australia and New Zealand,OAZ,Australia,AUS,Social statistics subscore,70,55,55,40,5.6,45.9,100,80,55,95,100,86,66.2
2023,Australia and New Zealand,OAZ,Australia,AUS,National accounts,100,50,100,0,,62.5,100,100,50,100,100,90,77.8
2023,Australia and New Zealand,OAZ,Australia,AUS,Labor,100,100,100,50,0,70,100,100,50,100,100,90,80
2023,Australia and New Zealand,OAZ,Australia,AUS,Price indexes,100,100,100,0,,75,100,100,100,100,100,100,88.9
2023,Australia and New Zealand,OAZ,Australia,AUS,Government finance,100,100,100,50,,87.5,100,50,50,100,100,80,83.3
2023,Australia and New Zealand,OAZ,Australia,AUS,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Australia and New Zealand,OAZ,Australia,AUS,International trade,100,100,100,,,100,100,100,100,100,100,100,100
2023,Australia and New Zealand,OAZ,Australia,AUS,Balance of payments,100,100,100,,,100,100,100,100,100,100,100,100
2023,Australia and New Zealand,OAZ,Australia,AUS,Economic & financial statistics subscore,85.7,78.6,85.7,25,0,71.2,85.7,78.6,64.3,85.7,85.7,80,76.2
2023,Australia and New Zealand,OAZ,Australia,AUS,Agriculture and land use,100,100,100,100,100,100,100,100,50,50,100,80,90
2023,Australia and New Zealand,OAZ,Australia,AUS,Resource use,50,50,50,50,,50,100,0,50,50,100,60,55.6
2023,Australia and New Zealand,OAZ,Australia,AUS,Energy,100,100,100,,,100,100,0,50,100,100,70,81.3
2023,Australia and New Zealand,OAZ,Australia,AUS,Pollution,50,0,50,0,,25,100,0,50,100,100,70,50
2023,Australia and New Zealand,OAZ,Australia,AUS,Built environment,0,0,0,0,0,0,100,100,0,50,100,70,35
2023,Australia and New Zealand,OAZ,Australia,AUS,Environment subscore,60,50,60,37.5,50,52.4,100,40,40,70,100,70,62
2023,Australia and New Zealand,OAZ,Australia,AUS,All Categories,71.9,61.2,66.9,35.5,17.3,55.4,95.2,66.2,53.1,83.6,95.2,78.7,67.9
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Population & vital statistics,100,100,100,0,0,60,100,100,50,100,100,90,75
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Education facilities,100,100,100,0,0,60,100,100,50,50,100,80,70
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Education outcomes,50,50,50,50,50,50,100,100,50,50,100,80,65
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Health outcomes,50,50,50,50,0,40,100,50,50,50,100,70,55
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Reproductive health,50,50,50,0,0,30,100,100,50,100,100,90,60
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Food security & nutrition,50,50,50,0,,37.5,100,100,100,50,100,90,66.7
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Gender statistics,50,50,50,0,0,30,100,100,100,50,50,80,55
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Crime & justice,100,100,100,50,0,70,100,100,50,50,50,70,70
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Poverty & income,100,50,50,0,0,40,100,100,50,50,100,80,60
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Social statistics subscore,65,60,60,15,5.6,41.8,90,85,55,55,80,73,57.6
2023,Australia and New Zealand,OAZ,New Zealand,NZL,National accounts,50,50,50,50,,50,100,100,50,50,100,80,66.7
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Labor,100,100,100,0,0,60,100,100,50,50,100,80,70
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Price indexes,100,100,100,0,,75,100,100,100,50,100,90,83.3
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Government finance,100,100,100,0,,75,100,100,50,50,100,80,77.8
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Money & banking,100,100,100,,,100,100,100,50,50,50,70,81.3
2023,Australia and New Zealand,OAZ,New Zealand,NZL,International trade,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Balance of payments,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Economic & financial statistics subscore,92.9,92.9,92.9,12.5,0,76.9,100,100,71.4,50,92.9,82.9,80.3
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Agriculture and land use,50,50,50,0,0,30,100,100,50,50,100,80,55
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Resource use,100,50,50,0,,50,100,100,50,50,100,80,66.7
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Energy,100,100,100,,,100,50,100,0,50,50,50,68.8
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Pollution,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Built environment,50,50,0,50,0,30,100,100,50,100,100,90,60
2023,Australia and New Zealand,OAZ,New Zealand,NZL,Environment subscore,70,60,50,12.5,0,45.2,90,100,40,60,90,76,62
2023,Australia and New Zealand,OAZ,New Zealand,NZL,All Categories,76,71,67.6,13.6,3.5,53.1,93.3,95,55.5,55,87.6,77.3,66.2
2023,Pacific Islands,OPI,Fiji,FJI,Population & vital statistics,100,50,100,50,50,70,0,100,50,50,0,40,55
2023,Pacific Islands,OPI,Fiji,FJI,Education facilities,50,50,50,0,0,30,0,100,50,50,0,40,35
2023,Pacific Islands,OPI,Fiji,FJI,Education outcomes,50,50,50,0,0,30,0,100,0,50,0,30,30
2023,Pacific Islands,OPI,Fiji,FJI,Health facilities,100,50,100,0,0,50,0,100,50,50,0,40,45
2023,Pacific Islands,OPI,Fiji,FJI,Health outcomes,50,50,50,0,0,30,0,100,0,50,0,30,30
2023,Pacific Islands,OPI,Fiji,FJI,Reproductive health,50,50,50,0,0,30,0,100,0,50,0,30,30
2023,Pacific Islands,OPI,Fiji,FJI,Food security & nutrition,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Fiji,FJI,Gender statistics,50,50,50,0,0,30,0,100,50,50,0,40,35
2023,Pacific Islands,OPI,Fiji,FJI,Crime & justice,50,50,50,0,0,30,0,100,0,0,0,20,25
2023,Pacific Islands,OPI,Fiji,FJI,Poverty & income,50,0,0,0,0,10,0,100,50,50,0,40,25
2023,Pacific Islands,OPI,Fiji,FJI,Social statistics subscore,55,40,50,5,5.6,31.6,0,90,25,40,0,31,31.3
2023,Pacific Islands,OPI,Fiji,FJI,National accounts,50,50,50,0,,37.5,100,100,50,50,0,60,50
2023,Pacific Islands,OPI,Fiji,FJI,Labor,100,50,50,50,0,50,0,100,50,50,0,40,45
2023,Pacific Islands,OPI,Fiji,FJI,Price indexes,100,100,100,0,,75,100,100,50,50,0,60,66.7
2023,Pacific Islands,OPI,Fiji,FJI,Government finance,100,100,100,0,,75,0,100,50,50,0,40,55.6
2023,Pacific Islands,OPI,Fiji,FJI,Money & banking,100,100,100,,,100,50,100,50,50,0,50,68.8
2023,Pacific Islands,OPI,Fiji,FJI,International trade,50,50,50,,,50,0,100,50,0,0,30,37.5
2023,Pacific Islands,OPI,Fiji,FJI,Balance of payments,100,100,100,,,100,100,100,50,50,0,60,75
2023,Pacific Islands,OPI,Fiji,FJI,Economic & financial statistics subscore,85.7,78.6,78.6,12.5,0,67.3,50,100,50,42.9,0,48.6,56.6
2023,Pacific Islands,OPI,Fiji,FJI,Agriculture and land use,50,50,50,0,0,30,0,100,0,50,0,30,30
2023,Pacific Islands,OPI,Fiji,FJI,Resource use,100,50,50,0,,50,50,100,50,50,0,50,50
2023,Pacific Islands,OPI,Fiji,FJI,Energy,100,100,100,,,100,100,100,50,100,0,70,81.3
2023,Pacific Islands,OPI,Fiji,FJI,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Fiji,FJI,Built environment,100,50,0,50,0,40,0,100,50,50,0,40,40
2023,Pacific Islands,OPI,Fiji,FJI,Environment subscore,70,50,40,12.5,0,40.5,30,80,30,50,0,38,39.1
2023,Pacific Islands,OPI,Fiji,FJI,All Categories,70.2,56.2,56.2,9.3,3.5,44.9,26.7,90,35,44.3,0,39.2,41.8
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Population & vital statistics,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Education outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Health outcomes,50,50,0,50,0,30,0,100,50,50,0,40,35
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Reproductive health,100,50,0,50,0,40,0,100,50,50,0,40,40
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Food security & nutrition,50,50,0,0,,25,0,100,50,50,0,40,33.3
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Gender statistics,50,50,0,50,0,30,0,100,50,50,0,40,35
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Poverty & income,50,50,0,0,0,20,0,100,50,50,0,40,30
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Social statistics subscore,30,25,0,15,0,14.3,0,50,25,25,0,20,17.2
2023,Pacific Islands,OPI,Papua New Guinea,PNG,National accounts,50,50,50,0,,37.5,100,100,50,100,0,70,55.6
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Labor,100,50,0,100,0,50,0,100,50,50,0,40,45
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Price indexes,50,50,50,50,,50,100,100,50,100,0,70,61.1
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Government finance,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Papua New Guinea,PNG,International trade,50,50,50,,,50,100,100,0,50,0,50,50
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Balance of payments,0,0,0,,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Economic & financial statistics subscore,35.7,28.6,21.4,37.5,0,28.8,42.9,57.1,21.4,42.9,0,32.9,31.1
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Agriculture and land use,50,0,0,0,0,10,100,100,50,50,0,60,35
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Resource use,50,50,50,50,,50,50,100,50,50,0,50,50
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Built environment,100,50,0,50,0,40,0,100,50,50,0,40,40
2023,Pacific Islands,OPI,Papua New Guinea,PNG,Environment subscore,40,20,10,25,0,21.4,30,60,30,30,0,30,26.1
2023,Pacific Islands,OPI,Papua New Guinea,PNG,All Categories,35.2,24.5,10.5,23.8,0,20.8,24.3,55.7,25.5,32.6,0,27.6,24.5
2023,Pacific Islands,OPI,Solomon Islands,SLB,Population & vital statistics,50,50,50,50,0,40,100,100,50,50,0,60,50
2023,Pacific Islands,OPI,Solomon Islands,SLB,Education facilities,100,100,100,50,0,70,50,50,0,50,0,30,50
2023,Pacific Islands,OPI,Solomon Islands,SLB,Education outcomes,50,50,50,50,0,40,50,50,0,50,0,30,35
2023,Pacific Islands,OPI,Solomon Islands,SLB,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Solomon Islands,SLB,Health outcomes,50,0,0,50,0,20,0,100,50,50,0,40,30
2023,Pacific Islands,OPI,Solomon Islands,SLB,Reproductive health,100,0,0,0,0,20,0,100,50,50,0,40,30
2023,Pacific Islands,OPI,Solomon Islands,SLB,Food security & nutrition,50,0,0,0,,12.5,0,100,50,50,0,40,27.8
2023,Pacific Islands,OPI,Solomon Islands,SLB,Gender statistics,50,0,0,0,0,10,0,100,50,50,0,40,25
2023,Pacific Islands,OPI,Solomon Islands,SLB,Crime & justice,0,0,0,0,0,0,0,100,0,50,0,30,15
2023,Pacific Islands,OPI,Solomon Islands,SLB,Poverty & income,100,0,0,100,0,40,0,100,50,50,0,40,40
2023,Pacific Islands,OPI,Solomon Islands,SLB,Social statistics subscore,55,20,20,30,0,25.5,20,80,30,45,0,35,30.3
2023,Pacific Islands,OPI,Solomon Islands,SLB,National accounts,50,0,50,0,,25,0,100,50,50,0,40,33.3
2023,Pacific Islands,OPI,Solomon Islands,SLB,Labor,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Solomon Islands,SLB,Price indexes,50,50,50,0,,37.5,0,100,0,100,0,40,38.9
2023,Pacific Islands,OPI,Solomon Islands,SLB,Government finance,100,100,100,0,,75,0,100,0,50,0,30,50
2023,Pacific Islands,OPI,Solomon Islands,SLB,Money & banking,100,50,0,,,50,0,100,50,50,0,40,43.8
2023,Pacific Islands,OPI,Solomon Islands,SLB,International trade,100,100,100,,,100,0,100,0,50,0,30,56.3
2023,Pacific Islands,OPI,Solomon Islands,SLB,Balance of payments,100,100,100,,,100,100,100,50,50,0,60,75
2023,Pacific Islands,OPI,Solomon Islands,SLB,Economic & financial statistics subscore,71.4,57.1,57.1,0,0,50,14.3,85.7,21.4,50,0,34.3,41
2023,Pacific Islands,OPI,Solomon Islands,SLB,Agriculture and land use,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Solomon Islands,SLB,Resource use,50,50,0,0,,25,0,100,0,50,0,30,27.8
2023,Pacific Islands,OPI,Solomon Islands,SLB,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Solomon Islands,SLB,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Solomon Islands,SLB,Built environment,100,0,0,50,0,30,0,100,50,50,0,40,35
2023,Pacific Islands,OPI,Solomon Islands,SLB,Environment subscore,30,10,0,12.5,0,11.9,0,40,10,20,0,14,13
2023,Pacific Islands,OPI,Solomon Islands,SLB,All Categories,52.1,29,25.7,16.9,0,28.1,11.4,68.6,20.5,38.3,0,27.8,27.9
2023,Pacific Islands,OPI,Vanuatu,VUT,Population & vital statistics,50,50,50,50,50,50,50,50,0,50,0,30,40
2023,Pacific Islands,OPI,Vanuatu,VUT,Education facilities,50,0,50,50,0,30,0,100,50,50,0,40,35
2023,Pacific Islands,OPI,Vanuatu,VUT,Education outcomes,50,0,50,50,0,30,50,100,50,50,0,50,40
2023,Pacific Islands,OPI,Vanuatu,VUT,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Vanuatu,VUT,Health outcomes,50,0,0,0,0,10,0,100,0,50,0,30,20
2023,Pacific Islands,OPI,Vanuatu,VUT,Reproductive health,50,0,0,0,0,10,0,100,50,50,0,40,25
2023,Pacific Islands,OPI,Vanuatu,VUT,Food security & nutrition,100,0,0,0,,25,0,100,50,50,0,40,33.3
2023,Pacific Islands,OPI,Vanuatu,VUT,Gender statistics,50,50,0,50,0,30,0,100,0,50,0,30,30
2023,Pacific Islands,OPI,Vanuatu,VUT,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Vanuatu,VUT,Poverty & income,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Vanuatu,VUT,Social statistics subscore,40,10,15,20,5.6,18.4,10,65,20,35,0,26,22.2
2023,Pacific Islands,OPI,Vanuatu,VUT,National accounts,50,50,50,0,,37.5,0,100,50,100,0,50,44.4
2023,Pacific Islands,OPI,Vanuatu,VUT,Labor,100,50,0,50,50,50,0,100,0,50,0,30,40
2023,Pacific Islands,OPI,Vanuatu,VUT,Price indexes,50,50,50,50,,50,0,100,0,100,0,40,44.4
2023,Pacific Islands,OPI,Vanuatu,VUT,Government finance,100,100,100,0,,75,0,100,50,50,0,40,55.6
2023,Pacific Islands,OPI,Vanuatu,VUT,Money & banking,100,100,100,,,100,0,100,0,50,0,30,56.3
2023,Pacific Islands,OPI,Vanuatu,VUT,International trade,100,100,100,,,100,0,100,0,50,0,30,56.3
2023,Pacific Islands,OPI,Vanuatu,VUT,Balance of payments,100,100,100,,,100,0,100,0,50,0,30,56.3
2023,Pacific Islands,OPI,Vanuatu,VUT,Economic & financial statistics subscore,85.7,78.6,71.4,25,50,69.2,0,100,14.3,64.3,0,35.7,50
2023,Pacific Islands,OPI,Vanuatu,VUT,Agriculture and land use,50,0,0,50,50,30,100,100,50,50,0,60,45
2023,Pacific Islands,OPI,Vanuatu,VUT,Resource use,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Vanuatu,VUT,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Vanuatu,VUT,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Vanuatu,VUT,Built environment,100,100,50,50,50,70,50,100,0,50,0,40,55
2023,Pacific Islands,OPI,Vanuatu,VUT,Environment subscore,30,20,10,25,50,23.8,30,40,10,20,0,20,21.7
2023,Pacific Islands,OPI,Vanuatu,VUT,All Categories,51.9,36.2,32.1,22.9,22.3,34.9,13.3,68.3,14.8,39.8,0,27.2,30.8
2023,Pacific Islands,OPI,Kiribati,KIR,Population & vital statistics,50,50,50,50,,50,50,100,0,50,0,40,44.4
2023,Pacific Islands,OPI,Kiribati,KIR,Education facilities,50,50,50,50,,50,0,100,50,50,0,40,44.4
2023,Pacific Islands,OPI,Kiribati,KIR,Education outcomes,50,0,0,50,,25,0,100,50,50,0,40,33.3
2023,Pacific Islands,OPI,Kiribati,KIR,Health facilities,50,50,50,0,,37.5,0,100,50,100,0,50,44.4
2023,Pacific Islands,OPI,Kiribati,KIR,Health outcomes,50,0,0,0,,12.5,0,100,50,50,0,40,27.8
2023,Pacific Islands,OPI,Kiribati,KIR,Reproductive health,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Kiribati,KIR,Food security & nutrition,50,50,0,,,33.3,0,100,50,100,0,50,43.8
2023,Pacific Islands,OPI,Kiribati,KIR,Gender statistics,50,0,0,0,,12.5,0,100,50,50,0,40,27.8
2023,Pacific Islands,OPI,Kiribati,KIR,Crime & justice,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Kiribati,KIR,Poverty & income,50,50,0,0,,25,0,100,50,100,0,50,38.9
2023,Pacific Islands,OPI,Kiribati,KIR,Social statistics subscore,40,25,15,16.7,,24.4,5,80,35,55,0,35,30.3
2023,Pacific Islands,OPI,Kiribati,KIR,National accounts,50,50,50,,,50,100,100,50,50,0,60,56.3
2023,Pacific Islands,OPI,Kiribati,KIR,Labor,100,100,50,50,,75,0,100,50,50,0,40,55.6
2023,Pacific Islands,OPI,Kiribati,KIR,Price indexes,50,50,50,,,50,100,100,50,50,0,60,56.3
2023,Pacific Islands,OPI,Kiribati,KIR,Government finance,100,100,100,,,100,0,100,0,100,0,40,62.5
2023,Pacific Islands,OPI,Kiribati,KIR,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Kiribati,KIR,International trade,50,50,50,,,50,100,0,50,50,0,40,43.8
2023,Pacific Islands,OPI,Kiribati,KIR,Balance of payments,100,100,100,,,100,100,100,50,50,0,60,75
2023,Pacific Islands,OPI,Kiribati,KIR,Economic & financial statistics subscore,64.3,64.3,57.1,50,,61.4,57.1,71.4,35.7,50,0,42.9,50
2023,Pacific Islands,OPI,Kiribati,KIR,Agriculture and land use,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Kiribati,KIR,Resource use,0,0,0,,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Kiribati,KIR,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Kiribati,KIR,Pollution,0,0,0,,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Kiribati,KIR,Built environment,100,50,0,50,,50,50,100,0,50,0,40,44.4
2023,Pacific Islands,OPI,Kiribati,KIR,Environment subscore,20,10,0,25,,11.8,10,20,0,10,0,8,9.5
2023,Pacific Islands,OPI,Kiribati,KIR,All Categories,41.4,33.1,24,22.3,,31.4,24,57.1,23.6,38.3,0,28.6,29.8
2023,Pacific Islands,OPI,Marshall Islands,MHL,Population & vital statistics,50,0,0,0,,12.5,0,0,0,0,0,0,5.6
2023,Pacific Islands,OPI,Marshall Islands,MHL,Education facilities,50,0,0,0,,12.5,0,100,50,50,0,40,27.8
2023,Pacific Islands,OPI,Marshall Islands,MHL,Education outcomes,50,50,50,0,,37.5,0,100,50,50,0,40,38.9
2023,Pacific Islands,OPI,Marshall Islands,MHL,Health facilities,50,50,0,0,,25,0,100,50,50,0,40,33.3
2023,Pacific Islands,OPI,Marshall Islands,MHL,Health outcomes,50,50,50,0,,37.5,0,100,50,50,0,40,38.9
2023,Pacific Islands,OPI,Marshall Islands,MHL,Reproductive health,50,50,50,0,,37.5,0,100,50,50,0,40,38.9
2023,Pacific Islands,OPI,Marshall Islands,MHL,Food security & nutrition,50,50,0,,,33.3,0,100,50,50,0,40,37.5
2023,Pacific Islands,OPI,Marshall Islands,MHL,Gender statistics,50,50,50,0,,37.5,0,100,50,50,0,40,38.9
2023,Pacific Islands,OPI,Marshall Islands,MHL,Crime & justice,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Marshall Islands,MHL,Poverty & income,100,50,0,0,,37.5,0,100,50,50,0,40,38.9
2023,Pacific Islands,OPI,Marshall Islands,MHL,Social statistics subscore,50,35,20,0,,26.9,0,80,40,40,0,32,29.8
2023,Pacific Islands,OPI,Marshall Islands,MHL,National accounts,50,50,50,,,50,0,100,50,50,0,40,43.8
2023,Pacific Islands,OPI,Marshall Islands,MHL,Labor,100,50,50,0,,50,0,100,50,50,0,40,44.4
2023,Pacific Islands,OPI,Marshall Islands,MHL,Price indexes,50,50,50,,,50,0,100,0,50,0,30,37.5
2023,Pacific Islands,OPI,Marshall Islands,MHL,Government finance,100,50,50,,,66.7,0,100,50,50,0,40,50
2023,Pacific Islands,OPI,Marshall Islands,MHL,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Marshall Islands,MHL,International trade,0,0,0,,,0,0,0,0,0,0,0,0
2023,Pacific Islands,OPI,Marshall Islands,MHL,Balance of payments,100,50,50,,,66.7,0,100,50,50,0,40,50
